Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Boschweg 75 + 75a,Schijndel,Prijs op aanvraag,525 m²,227 m²,1929,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,"Aan drukke weg, in centrum en open ligging",Achtertuin,2.340
Rubenslaan 91,Bergschenhoek,€ 500.000,125 m²,131 m²,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"In woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,4.155
Stuurmanspad 16,Zaandam,€ 650.000,437 m²,85 m²,1910,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, aan water, in centrum, landelijk gelegen en vrij uitzicht",Tuin rondom,4.260
Sweelinckstraat 29,Gouda,€ 375.000,128 m²,115 m²,1993,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.755
Herenweg 55,Breukeleveen,€ 700.000,320 m²,125 m²,1900,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,"Aan rustige weg, aan vaarwater, aan water, open ligging en vrij uitzicht",Voortuin en zijtuin,205
Hoefslag 4,Beilen,€ 669.000,795 m²,185 m²,2005,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers,2 woonlagen en een vliering,A,Aan rustige weg,"Achtertuin, voortuin en zijtuin",9.415
Paltrokmolen 122,Weert,€ 779.000,469 m²,243 m²,1995,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.990
Postillonstraat 41,Breda,€ 295.000,182 m²,96 m²,1927,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,3 kamers (1 slaapkamer),1 badkamer,2 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin en zijtuin,8.830
Grotebrugse Grintweg 228,Tiel,€ 650.000,597 m²,195 m²,1996,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan drukke weg,"Achtertuin, voortuin en zijtuin",2.600
Provincialeweg 56,Krommenie,€ 475.000,231 m²,155 m²,1934,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,D,In woonwijk,Voortuin en zijtuin,2.665
Dorpsweg 14,Reeuwijk,€ 1.685.000,2.375 m²,332 m²,1940,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,10 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,C,"Aan park, aan rustige weg, aan vaarwater, aan water, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,
Zeestraat 112,Beverwijk,€ 650.000,196 m²,181 m²,1912,Bestaande bouw,"Herenhuis, geschakelde woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (5 slaapkamers),2 badkamers,3 woonlagen,G,In centrum,Achtertuin en voortuin,1.140
Wilhelmus Peekhof 6,Odijk,€ 775.000,320 m²,161 m²,2007,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder met vliering,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.420
Wulp 3,Waspik,€ 499.000,212 m²,180 m²,2005,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,3.765
Eibergseweg 2,Haarlo,€ 440.000,753 m²,146 m²,Voor 1906,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen,G,Beschutte ligging en in woonwijk,Achtertuin en voortuin,320
De Nessermolen 81,Amstelveen,€ 575.000,146 m²,105 m²,1988,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,Beschutte ligging en in woonwijk,Achtertuin,2.845
Sweelinckstraat 2,Berkel en Rodenrijs,€ 675.000,327 m²,145 m²,1972,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",625
Grotebrugse Grintweg 226,Tiel,€ 700.000,605 m²,154 m²,1967,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Aan drukke weg,Voortuin,
Uiterweg 302,Aalsmeer,€ 825.000,365 m²,143 m²,1980,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan vaarwater en open ligging,"Achtertuin, voortuin en zijtuin",875
Espelerlaan 17,Emmeloord,€ 319.000,363 m²,119 m²,1943,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,F,In centrum en in woonwijk,Achtertuin en voortuin,1.335
Noordhoevelaan 16,Dordrecht,€ 598.000,232 m²,155 m²,1998,Bestaande bouw,"Herenhuis, geschakelde woning (waterwoning)",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,"Aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,5.280
Veer 41,Zaamslag,€ 239.000,224 m²,82 m²,1910,Bestaande bouw,"Eengezinswoning, geschakelde woning (dijkwoning)",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,865
Drumptselaan 91,Tiel,€ 489.000,326 m²,173 m²,1983,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",2.095
Deusonelaan 2,Diessen,€ 675.000,515 m²,194 m²,1986,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,B,Aan rustige weg en in woonwijk,Tuin rondom,2.900
Dissel 59,Veenendaal,€ 379.900,194 m²,120 m²,1974,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.630
Tarweland 12,Leusden,€ 565.000,344 m²,133 m²,1973,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan park, aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",2.255
Scholeksterstraat 9,Volendam,€ 320.000,149 m²,120 m²,1968,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,In woonwijk en open ligging,Achtertuin en voortuin,1.930
Handelskade 32,Nieuwegein,€ 650.000,213 m²,133 m²,1910,Bestaande bouw,"Herenhuis, vrijstaande woning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.240
Kloosring 8 a,Oud-Beijerland,€ 1.295.000,653 m²,224 m²,2017,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,9 kamers (7 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, aan water, beschutte ligging en in woonwijk",Tuin rondom,4.740
Ds van Dijkstraat 23,Dinxperlo,€ 225.000,258 m²,68 m²,1966,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Aan rustige weg,Achtertuin en voortuin,2.775
Dahliastraat 38,Utrecht,€ 550.000,102 m²,116 m²,1904,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin,3.685
Antonius Heggelaan 39,Den Haag,€ 549.500,161 m²,135 m²,2005,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,A+,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,5.460
Vilmos Huszárstraat 13,Rotterdam,€ 525.000,154 m²,133 m²,2002,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,12.780
Esdoornstraat 41,Brakel,€ 285.000,203 m²,97 m²,1972,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.600
Jacob Catsstraat 38,Spijkenisse,€ 325.000,206 m²,92 m²,1959,Bestaande bouw,"Eengezinswoning, hoekwoning (hofjeswoning)",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en open ligging","Achtertuin, voortuin en zijtuin",1.865
De Klef 3,Sint Anthonis,€ 795.000,1.631 m²,174 m²,1994,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",3.280
Lente 13,Dronten,€ 675.000,757 m²,159 m²,2000,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,"Aan park, aan rustige weg, beschutte ligging, in bosrijke omgeving, in woonwijk en vrij uitzicht",Tuin rondom,985
Dorpsstraat 176,Zoetermeer,€ 625.000,272 m²,130 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,9 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,In centrum,Achtertuin,4.970
Spoorven 3,Veghel,€ 690.000,823 m²,184 m²,1996,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,"Achtertuin, tuin rondom en voortuin",2.360
Bovenkerkerweg 79 F,Amstelveen,€ 1.200.000,460 m²,206 m²,2001,Bestaande bouw,"Villa, halfvrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,A,Aan rustige weg en beschutte ligging,"Achtertuin, voortuin en zijtuin",2.560
Monnickskamp 77,Huizen,€ 495.000,185 m²,111 m²,1979,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers,2 woonlagen en een zolder,C,Beschutte ligging en in woonwijk,"Achtertuin, voortuin en zijtuin",2.965
Langstraat 5,Rhoon,€ 550.000,165 m²,129 m²,2005,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Patio/atrium en zonneterras,1.635
Mennistensteeg 6,Dalfsen,€ 1.695.000,17.515 m²,400 m²,Voor 1906,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,7 kamers (4 slaapkamers),3 badkamers en 1 apart toilet,4 woonlagen,C,"Aan rustige weg, beschutte ligging, buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, tuin rondom, voortuin, zijtuin en zonneterras",1.135
Croeselaan 202,Utrecht,€ 649.000,90 m²,115 m²,1906,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,In woonwijk,Achtertuin,
Boschmansweg 15,Schoorl,€ 1.850.000,1.820 m²,185 m²,1971,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, beschutte ligging, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Achtertuin en voortuin,3.205
Hanespoordoorn 36,Rotterdam,€ 369.000,129 m²,120 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin,25.730
Golfpark 152,Lelystad,€ 649.500,630 m²,161 m²,1992,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving, in woonwijk en vrij uitzicht",Tuin rondom,310
Gemeeneland 2,Vinkeveen,€ 499.000,137 m²,115 m²,1990,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.765
Pentatlon 4,Assendelft,€ 625.000,205 m²,170 m²,2009,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,9.455
Kade 14,Piershil,€ 485.000,601 m²,159 m²,1954,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in centrum,Achtertuin en voortuin,1.515
Exoolaan 12,Almelo,€ 435.000,731 m²,139 m²,1965,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,9 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,E,"Aan bosrand, aan rustige weg en in woonwijk",Tuin rondom,1.450
Madeliefstraat 10,Bergeijk,€ 345.000,286 m²,148 m²,1961,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,In woonwijk,Achtertuin,1.055
Schoonenburgsingel 31,Hoofddorp,€ 750.000,283 m²,157 m²,1989,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,B,In woonwijk,Achtertuin en voortuin,
Burgemeester van Bovenstraat 15,Stevensweert,€ 325.000,284 m²,175 m²,1994,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,9 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.325
De Rijd 124,Leeuwarden,€ 349.500,158 m²,143 m²,2006,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,5.665
Eisingalaan 11,Almelo,€ 925.000,593 m²,226 m²,2020,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A+++,"Aan park, in woonwijk en vrij uitzicht",Tuin rondom,€ 2.921
Garderenseweg 162,Putten,€ 498.000,1.040 m²,84 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen,G,Buiten bebouwde kom en open ligging,Tuin rondom,300
Hoofschestraat 35,Grave,€ 335.000,81 m²,135 m²,1978,Bestaande bouw,"Herenhuis, geschakelde woning (split-level woning)",Schilddak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers,"3 woonlagen, een zolder en een kelder",B,In centrum,Patio/atrium,1.600
Schuttersstraat 26,Linne,€ 200.000,165 m²,100 m²,1951,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",D,Aan rustige weg en in woonwijk,Achtertuin,3.610
Burgemeester Jaslaan 30,Dordrecht,€ 575.000,211 m²,93 m²,1924,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en voortuin,5.090
Bergerweg 175,Alkmaar,€ 1.995.000,1.980 m²,399 m²,2017,Bestaande bouw,"Villa, vrijstaande woning",Mansarde dak bedekt met riet,12 kamers (7 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A,"Aan water, buiten bebouwde kom, landelijk gelegen en vrij uitzicht","Achtertuin, tuin rondom, voortuin en zijtuin",235
Lisserdijk 524,Lisserbroek,€ 789.000,808 m²,145 m²,1929,Bestaande bouw,"Villa, vrijstaande woning (dijkwoning)",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,"Aan vaarwater, aan water, open ligging en vrij uitzicht",Tuin rondom,3.300
Oude Maasstraat 20,Uden,€ 1.475.000,2.337 m²,408 m²,1992,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Lessenaardak bedekt met metaal,8 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,B,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom en voortuin",3.705
Rozenweg 37,Lochem,€ 275.000,144 m²,87 m²,1910,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,2.630
Westwal 91,Goes,€ 415.000,137 m²,126 m²,1899,Bestaande bouw,"Herenhuis, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",F,Aan park en in centrum,Achtertuin,2.135
Uiterwaard 4,Lopik,€ 375.000,126 m²,116 m²,2000,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.530
Gedempte Schalk Burgergracht 73,Haarlem,€ 450.000,129 m²,107 m²,1910,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,2.615
Waadse Poldergracht 49,Muiden,€ 1.050.000,180 m²,207 m²,2019,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan vaarwater, aan water en in woonwijk",Achtertuin,1.455
Streepvaren 4,Bergschenhoek,€ 525.000,202 m²,127 m²,1996,Bestaande bouw,"Bungalow, tussenwoning (semi-bungalow)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,2.250
F.A. Molijnlaan 27,Nunspeet,€ 695.000,582 m²,148 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Tentdak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Beschutte ligging en in bosrijke omgeving,"Achtertuin, tuin rondom, voortuin en zijtuin",9.095
Geerstraat 16,Winssen,€ 550.000,1.169 m²,273 m²,1928,Bestaande bouw,"Woonboerderij, vrijstaande woning",Mansarde dak bedekt met pannen,6 kamers (4 slaapkamers),3 badkamers en 1 apart toilet,"2 woonlagen, een vliering en een kelder",E,"Landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,350
Joan Muyskenweg 18 B,Amsterdam,€ 625.011,126 m²,84 m²,1989,Bestaande bouw,"Woonboot, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,3 kamers (1 slaapkamer),1 badkamer,1 woonlaag en een kelder,C,"Aan vaarwater, aan water en vrij uitzicht",Zonneterras,5.085
Singel 25,Jubbega,€ 565.000,2.800 m²,121 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen,G,In bosrijke omgeving en landelijk gelegen,Achtertuin en voortuin,
Hooiweg 25,Etten-Leur,€ 625.000,363 m²,131 m²,1991,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom en voortuin",610
Gustav Mahlerstraat 3,Utrecht,€ 650.000,123 m²,120 m²,1934,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.360
